video_id,query_billboard_rank,query_artist,query_title,video_title,search_rank,lead_search_term,search_tier,detected_names,detected_genres,detected_inst,detected_place,detected_date,true_audio_content,true_video_content,is_official_video,search_term_estimated_AC,search_term_estimated_VC,STV_prediction_AC_initial,STVA_prediction_AC,STV_prediction_VC,url
W6BV0viUy2M,70,adele,rolling in the deep,Ayda Mosharraf - Adele - Rolling in the Deep (Cover),95.0,cover,5,,,,,,cover,live,FALSE,cover,live,cover,cover,live,https://www.youtube.com/watch?v=W6BV0viUy2M
mOMueARonZ4,70,adele,rolling in the deep,Adele - Rolling In the Deep // SMS Remix,96.0,remix,5,,,,,,remix,still,FALSE,remix,still,remix,remix,still,https://www.youtube.com/watch?v=mOMueARonZ4
MC8FrEUW9Rc,70,adele,rolling in the deep,ROLLING IN THE DEEP (Adele / Linkin Park) Mo Anton LIVE,97.0,live,5,park anton,,,,,live,live,FALSE,live,live,remix,live,live,https://www.youtube.com/watch?v=MC8FrEUW9Rc
WeA2isWsFoM,70,adele,rolling in the deep,Adele - Rolling In The Deep - Guitar Cover,99.0,guitar,5,,,guitar,,,cover,live,FALSE,cover,live,cover,cover,live,https://www.youtube.com/watch?v=WeA2isWsFoM
ItOO67n8dgU,70,adele,rolling in the deep,"Me Singing ""Rolling In The Deep"" - Adele",100.0,karaoke,5,,,,,,cover,live,FALSE,instrumental,karaoke,cover,cover,live,https://www.youtube.com/watch?v=ItOO67n8dgU
BXBOgRwI0wo,70,adele,rolling in the deep,Adele Rolling In The Deep Synthesia,101.0,tutorial,5,,,,,,cover,tutorial,FALSE,tutorial,tutorial,tutorial,cover,tutorial,https://www.youtube.com/watch?v=BXBOgRwI0wo
HQv1CAwV1Vs,70,adele,rolling in the deep,Adele - Rolling in the deep MONGOLIAN COVER,101.0,choreo,5,,,,mongolian,,cover,live,FALSE,official,dance,cover,cover,live,https://www.youtube.com/watch?v=HQv1CAwV1Vs
nGd3nhG6ikI,70,adele,rolling in the deep,Adele - Rolling In The Deep lyrics | letra,101.0,lyrics,5,,,,,,official,lyric,FALSE,official,lyric,official,official,lyric,https://www.youtube.com/watch?v=nGd3nhG6ikI
wGDvgBAJS8Y,70,adele,rolling in the deep,150318 ssielssi debwi yaoe syokeiseu(CLC Showcase) Adele 'Rolling In The Deep' by ohbest,102.0,choreo,5,,,,,,live,live,FALSE,official,dance,official,cover,live,https://www.youtube.com/watch?v=wGDvgBAJS8Y
SFgZjWjUXk0,70,adele,rolling in the deep,Rolling in the deep By Glee cast [With lyrics.!],102.0,lyrics,5,,,,,,cover,lyric,FALSE,official,lyric,official,cover,lyric,https://www.youtube.com/watch?v=SFgZjWjUXk0
ENtgak1v6_Y,70,adele,rolling in the deep,Marie Christine Levesque open mic - Adele (cover) karaoke Rolling In The Deep.wmv,103.0,karaoke,5,marie christine,,,,,cover,live,FALSE,instrumental,karaoke,cover,live,live,https://www.youtube.com/watch?v=ENtgak1v6_Y
t8wWN_rhB7A,70,adele,rolling in the deep,Rolling In The Deep (Adele) A Cappella Cover - The Harmonettes,103.0,concert,5,,a cappella,,,,cover,live,FALSE,live,live,cover,cover,live,https://www.youtube.com/watch?v=t8wWN_rhB7A
19So0WPiTTE,70,adele,rolling in the deep,"Karaoke Covers: ""Rolling in the Deep"" by Adele",104.0,karaoke,5,,,,,,cover,live,FALSE,instrumental,karaoke,instrumental,cover,still,https://www.youtube.com/watch?v=19So0WPiTTE
rPyL-bF-PIM,70,adele,rolling in the deep,Adele   Rolling In The Deep Live on Letterman,104.0,concert,5,,,,,,live,live,FALSE,live,live,live,live,live,https://www.youtube.com/watch?v=rPyL-bF-PIM
qVGgorJA45M,70,adele,rolling in the deep,Guitar Lesson: Adele - Rolling In The Deep,106.0,guitar,5,,,guitar,,,tutorial,tutorial,FALSE,cover,live,tutorial,cover,tutorial,https://www.youtube.com/watch?v=qVGgorJA45M
tNTvvCaCWgA,70,adele,rolling in the deep,Aden does Fire Dancing  Rolling In The Deep  Adele. 3G unedit,108.0,dance,5,,,,aden,,official,dance,FALSE,official,dance,live,official,dance,https://www.youtube.com/watch?v=tNTvvCaCWgA
idaoG74UKzg,70,adele,rolling in the deep,Misha B is Rolling In The Deep - The X Factor 2011 Live Show 1 - itv.com/xfactor,122.0,live,5,misha,,,,2011,live,live,FALSE,live,live,live,live,live,https://www.youtube.com/watch?v=idaoG74UKzg
7MB7fcg2xgA,70,adele,rolling in the deep,TUTORIAL Rolling in the Deep - Adele iPhone Piano / iPod Touch Piano,122.0,tutorial,5,,,piano,,,cover,other,FALSE,tutorial,tutorial,cover,cover,tutorial,https://www.youtube.com/watch?v=7MB7fcg2xgA
OBSeg81-Aug,70,adele,rolling in the deep,Adele - Rolling in the deep (UBM Chillout Remix),132.0,remix,5,,,,,,remix,still,FALSE,remix,still,remix,remix,still,https://www.youtube.com/watch?v=OBSeg81-Aug
4wqOXwOrclQ,70,adele,rolling in the deep,Adele - Rolling In The Deep - Live At The Royal Albert Hall (2011) (high quality) (HD),165.0,live,15,royal albert hall,,,high,2011,live,still,FALSE,live,live,cover,live,live,https://www.youtube.com/watch?v=4wqOXwOrclQ
NVHn6PF42Bw,70,adele,rolling in the deep,Adele Rolling in the Deep Flamenco Guitar style,167.0,guitar,5,,,guitar,,,cover,still,FALSE,cover,live,cover,cover,live,https://www.youtube.com/watch?v=NVHn6PF42Bw
taBjVgYmedQ,70,adele,rolling in the deep,Play Rolling In the Deep like Adele,232.0,guitar,15,,,,,,cover,live,FALSE,cover,live,cover,cover,live,https://www.youtube.com/watch?v=taBjVgYmedQ
OOUY3JAHAtk,70,adele,rolling in the deep,Vazquez Sounds Parody - Rolling In The Poop - Rolling In The Deep Adele cover by Latex Sounds,270.0,lyrics,15,vazquez,parody,,,,cover,other,FALSE,official,lyric,cover,live,live,https://www.youtube.com/watch?v=OOUY3JAHAtk
LepEsVAWzeM,70,adele,rolling in the deep,Rolling in the Deep - Adele - Lyrics On Screen,291.0,lyrics,15,,,,,,official,lyric,FALSE,official,lyric,official,official,lyric,https://www.youtube.com/watch?v=LepEsVAWzeM
15cYhG1_Bas,70,adele,rolling in the deep,Adele- 'Rolling in the Deep' Cover Tabitha Omaji,294.0,choreo,15,tabitha,,,,,cover,live,FALSE,official,dance,cover,cover,live,https://www.youtube.com/watch?v=15cYhG1_Bas
04pzQBSa38o,70,adele,rolling in the deep,Adele Rolling In The Deep - Kate Harski cover,297.0,piano,15,kate,,,,,cover,live,FALSE,cover,live,cover,cover,live,https://www.youtube.com/watch?v=04pzQBSa38o
qSecNbArqsE,70,adele,rolling in the deep,Guzheng Adele ROLLING IN THE DEEP,301.0,concert,15,,,,,,cover,live,FALSE,live,live,cover,cover,live,https://www.youtube.com/watch?v=qSecNbArqsE
cX5wCAT9oo4,70,adele,rolling in the deep,Adele - Rolling in the Deep [lyrics + Deutsche Ubersetzung],303.0,lyrics,5,,,,,,official,lyric,FALSE,official,lyric,official,cover,lyric,https://www.youtube.com/watch?v=cX5wCAT9oo4
Uj366NpMKo8,70,adele,rolling in the deep,ADELE - ROLLING IN THE DEEP ( COVER ),303.0,guitar,15,,,,,,cover,live,FALSE,cover,live,cover,cover,live,https://www.youtube.com/watch?v=Uj366NpMKo8
hTDeVTMOwNU,70,adele,rolling in the deep,Adele-Rolling In The Deep Cover by Miniworld,306.0,piano,15,,,,,,cover,live,FALSE,cover,live,cover,cover,live,https://www.youtube.com/watch?v=hTDeVTMOwNU
Z7YBEa_mk-4,70,adele,rolling in the deep,Rolling In The Deep cover Adele (Giang hap).AVI,313.0,choreo,15,,,,,,cover,live,FALSE,official,dance,cover,cover,live,https://www.youtube.com/watch?v=Z7YBEa_mk-4
Yn1eR0sn8EA,70,adele,rolling in the deep,MAGACIN ROCK BAND - Adele - Rolling in the deep LIVE,318.0,live,15,,rock,,,,live,live,FALSE,live,live,cover,cover,live,https://www.youtube.com/watch?v=Yn1eR0sn8EA
oQ4NUiK_Lag,70,adele,rolling in the deep,TOP 10 Adele - Rolling in the Deep Cover,319.0,cover,15,,,,,,cover,live,FALSE,cover,live,cover,cover,live,https://www.youtube.com/watch?v=oQ4NUiK_Lag
K89MeHVis4c,70,adele,rolling in the deep,Adele - Rolling In The Deep Cover,365.0,choreo,15,,,,,,cover,live,FALSE,official,dance,cover,cover,live,https://www.youtube.com/watch?v=K89MeHVis4c
K_yip4Ipjg8,70,adele,rolling in the deep,Adele - Rolling in the Deep (Jake Moss Trap Remix),408.0,remix,15,jake moss,trap,,,,remix,still,FALSE,remix,still,remix,remix,still,https://www.youtube.com/watch?v=K_yip4Ipjg8
pf4aSxDvlPw,80,train,50 ways to say goodbye,Train - 50 Ways To Say Goodbye (Lyric Video),1.0,title/artist,0,,,,,,official,lyric,FALSE,official,official,official,official,lyric,https://www.youtube.com/watch?v=pf4aSxDvlPw
Hzwtfnms-kE,80,train,50 ways to say goodbye,Train - 50 Ways To Say Goodbye (Live on Letterman),1.0,live,0,,,,,,live,live,FALSE,live,live,live,live,live,https://www.youtube.com/watch?v=Hzwtfnms-kE
N2miuLQHqks,80,train,50 ways to say goodbye,50 Ways to Say Goodbye - Train [Piano Tutorial] (Synthesia),1.0,tutorial,0,,,piano,,,cover,tutorial,FALSE,tutorial,tutorial,cover,cover,tutorial,https://www.youtube.com/watch?v=N2miuLQHqks
x2JTIwfziTA,80,train,50 ways to say goodbye,"REFIT Dance Fitness ""50 Ways To Say Goodbye"" Pop Fusion",1.0,dance,0,,fusion/pop,,,,official,dance,FALSE,official,dance,official,official,dance,https://www.youtube.com/watch?v=x2JTIwfziTA
ZUpUXOBPpbU,80,train,50 ways to say goodbye,50 Ways To Say Goodbye -Train - Karaoke,1.0,karaoke,0,,,,,,instrumental,karaoke,FALSE,instrumental,karaoke,instrumental,instrumental,karaoke,https://www.youtube.com/watch?v=ZUpUXOBPpbU
q_3G1p9szf4,80,train,50 ways to say goodbye,50 Ways To Say Goodbye | Train | Marvin | Choreography,1.0,choreo,0,marvin,,,,,official,dance,FALSE,official,dance,official,official,dance,https://www.youtube.com/watch?v=q_3G1p9szf4
75RPGNRT4Qs,80,train,50 ways to say goodbye,50 Ways To Say Goodbye by Train - Guitar Lesson - How to Play,2.0,tutorial,0,,,guitar,,,tutorial,tutorial,FALSE,tutorial,tutorial,tutorial,tutorial,tutorial,https://www.youtube.com/watch?v=75RPGNRT4Qs
GSBFehvLJDc,80,train,50 ways to say goodbye,Train - 50 Ways to Say Goodbye,2.0,title/artist,0,,,,,,official,official,TRUE,official,official,official,official,official,https://www.youtube.com/watch?v=GSBFehvLJDc
b0YlJx3quaM,80,train,50 ways to say goodbye,Train - 50 Ways to Say Goodbye [ live on David Letterman 2012 ] ( lyrics ),2.0,live,0,david,,,,2012,live,live,FALSE,live,live,live,official,live,https://www.youtube.com/watch?v=b0YlJx3quaM
WKE1c6pV7uo,80,train,50 ways to say goodbye,Train - 50 Ways To Say Goodbye Lyrics,2.0,lyrics,0,,,,,,official,lyric,FALSE,official,lyric,official,official,lyric,https://www.youtube.com/watch?v=WKE1c6pV7uo
03RFHdQFBJ4,80,train,50 ways to say goodbye,50 ways to say goodbye (Train) - Lucie Tvrdonova,2.0,choreo,0,lucie,,,,,official,dance,FALSE,official,dance,official,official,dance,https://www.youtube.com/watch?v=03RFHdQFBJ4
Z080PVXer-E,80,train,50 ways to say goodbye,Train (Concert) - 50 Ways To Say Goodbye,2.0,concert,0,,,,,,live,live,FALSE,live,live,live,live,live,https://www.youtube.com/watch?v=Z080PVXer-E
aoor2k4VdCw,80,train,50 ways to say goodbye,Train - 50 Ways to Say Goodbye | Piano Cover by Pianistmiri imiri,3.0,piano,0,,,piano,,,cover,live,FALSE,cover,live,cover,cover,live,https://www.youtube.com/watch?v=aoor2k4VdCw
d1wQlvMf8V4,80,train,50 ways to say goodbye,Comparison - Train's 50 Ways To Say Goodbye & Phantom Of The Opera,17.0,remix,1,,opera/opera,,,,official,slides,FALSE,remix,still,cover,cover,live,https://www.youtube.com/watch?v=d1wQlvMf8V4
WNPSFBCRdmY,80,train,50 ways to say goodbye,Train- 50 Ways to Say Goodbye (with lyrics),18.0,lyrics,1,,,,,,official,lyric,FALSE,official,lyric,official,official,lyric,https://www.youtube.com/watch?v=WNPSFBCRdmY
nou2PY20bb4,80,train,50 ways to say goodbye,Lunafly in Brazil - 50 ways to say goodbye (by Train),18.0,concert,1,,,,brazil,,live,live,FALSE,live,live,live,remix,live,https://www.youtube.com/watch?v=nou2PY20bb4
Zw6Lc9oZAmc,80,train,50 ways to say goodbye,50 Ways to say goodbye by Train guitar tutorial,19.0,tutorial,1,,,guitar,,,tutorial,tutorial,FALSE,tutorial,tutorial,tutorial,cover,tutorial,https://www.youtube.com/watch?v=Zw6Lc9oZAmc
kx7IttPypBA,80,train,50 ways to say goodbye,Train - 50 Ways to Say Goodbye (Lyrics),19.0,lyrics,1,,,,,,official,lyric,FALSE,official,lyric,official,official,lyric,https://www.youtube.com/watch?v=kx7IttPypBA
E0WCYGGO4fc,80,train,50 ways to say goodbye,Train - 50 Ways to Say Goodbye Piano Sheet Music [Teaser],20.0,piano,1,,,piano,,,cover,other,FALSE,cover,live,cover,remix,live,https://www.youtube.com/watch?v=E0WCYGGO4fc
LPSpokMRP10,80,train,50 ways to say goodbye,Train - Intro/50 Ways to Say Goodbye (Live),21.0,concert,1,,,,,,live,live,FALSE,live,live,live,remix,live,https://www.youtube.com/watch?v=LPSpokMRP10
aZZOGELQvYg,80,train,50 ways to say goodbye,50 Ways To Say Goodbye - Train (Drum Cover) Studio Quality,21.0,cover,1,,,drum,,,cover,live,FALSE,cover,live,cover,cover,live,https://www.youtube.com/watch?v=aZZOGELQvYg
q9nsn1FzrE4,80,train,50 ways to say goodbye,50 Ways to Say Goodbye Piano Cover (Train),21.0,piano,1,,,piano,,,cover,live,FALSE,cover,live,cover,remix,live,https://www.youtube.com/watch?v=q9nsn1FzrE4
2kCwHwrjs9c,80,train,50 ways to say goodbye,Train - 50 Ways To Say Goodbye Piano Tutorial,21.0,tutorial,1,,,piano,,,cover,tutorial,FALSE,tutorial,tutorial,cover,remix,tutorial,https://www.youtube.com/watch?v=2kCwHwrjs9c
rUwM3Kyl694,80,train,50 ways to say goodbye,50 Ways To Say Goodbye - Train,22.0,concert,1,,,,,,live,live,FALSE,live,live,live,live,live,https://www.youtube.com/watch?v=rUwM3Kyl694
DyJt6brkU8c,80,train,50 ways to say goodbye,50 ways to say goodbye by Train piano cover,22.0,piano,1,,,piano,,,cover,live,FALSE,cover,live,cover,remix,live,https://www.youtube.com/watch?v=DyJt6brkU8c
GwBbTA-fcqo,80,train,50 ways to say goodbye,50 ways to say goodbye.,100.0,choreo,5,,,,,,official,dance,FALSE,official,dance,official,official,dance,https://www.youtube.com/watch?v=GwBbTA-fcqo
F2YgU98sNis,80,train,50 ways to say goodbye,Train Performs '50 Ways to Say Goodbye' at KDWB's Jingle Ball 2012!,103.0,concert,5,ball,,,,2012,live,live,FALSE,live,live,live,live,live,https://www.youtube.com/watch?v=F2YgU98sNis
_yQesbOL3mE,80,train,50 ways to say goodbye,"Train ""50 Ways to Say Goodbye"" The Fillmore 4.15.12 Brian Switzer Trumpet",103.0,tutorial,5,brian,,trumpet,,,live,live,FALSE,tutorial,tutorial,cover,remix,live,https://www.youtube.com/watch?v=_yQesbOL3mE
c6t3ZzH4ey0,80,train,50 ways to say goodbye,Train - 50 Ways To Say Goodbye Fan Video,106.0,karaoke,5,,,,,,official,other,FALSE,instrumental,karaoke,cover,official,other,https://www.youtube.com/watch?v=c6t3ZzH4ey0
H0LLzQ080IY,80,train,50 ways to say goodbye,"Train""50 Ways to Say Goodbye"" Coke Zero 400 Daytona  7.7.12  Brian Switzer trumpet",106.0,tutorial,5,brian,,trumpet,,,live,live,FALSE,tutorial,tutorial,cover,remix,live,https://www.youtube.com/watch?v=H0LLzQ080IY
_oLNO8pMO68,80,train,50 ways to say goodbye,Train - 50 Ways To Say Goodbye - Hammersmith Apollo,108.0,remix,5,,,,,,live,live,FALSE,remix,still,live,live,live,https://www.youtube.com/watch?v=_oLNO8pMO68
_fFJzIsQT4Y,80,train,50 ways to say goodbye,xmadysenx: Train - 50 Ways To Say Goodbye -- COVER,290.0,cover,15,,,,,,cover,still,FALSE,cover,live,cover,cover,live,https://www.youtube.com/watch?v=_fFJzIsQT4Y
27MINXwrtBw,80,train,50 ways to say goodbye,Train - 50 Ways To Say Goodbye - COVER by ryanstephen,301.0,tutorial,15,,,,,,cover,live,FALSE,tutorial,tutorial,cover,cover,live,https://www.youtube.com/watch?v=27MINXwrtBw
OQ6F0e-fT7Q,80,train,50 ways to say goodbye,Train - 50 Ways To Say Goodbye - COVER by mikaylaplummer,303.0,tutorial,15,,,,,,cover,live,FALSE,tutorial,tutorial,cover,cover,live,https://www.youtube.com/watch?v=OQ6F0e-fT7Q
sENM2wA_FTg,90,imagine dragons,it's time,Imagine Dragons - It's Time,1.0,title/artist,0,,,,,,official,official,TRUE,official,official,official,official,official,https://www.youtube.com/watch?v=sENM2wA_FTg
4zvvQqXgBb8,90,imagine dragons,it's time,Imagine Dragon - It's Time (Piano Cover) by LittleTranscriber,1.0,piano,0,,,piano,,,cover,tutorial,FALSE,cover,live,cover,cover,live,https://www.youtube.com/watch?v=4zvvQqXgBb8
25j0RIdXoL4,90,imagine dragons,it's time,Imagine Dragons - It's Time (Live Baden Baden 2013),1.0,live,0,,,,,2013,live,live,FALSE,live,live,live,live,live,https://www.youtube.com/watch?v=25j0RIdXoL4
V3LkQ3BUjWI,90,imagine dragons,it's time,"Imagine Dragons - ""It's Time"" | Music 2012 | SXSW",1.0,dance,0,,,,,2012,live,other,FALSE,official,dance,official,live,other,https://www.youtube.com/watch?v=V3LkQ3BUjWI
IOatp-OCw3E,90,imagine dragons,it's time,Imagine Dragons - It's Time (Lyrics),1.0,lyrics,0,,,,,,official,lyric,FALSE,official,lyric,official,official,lyric,https://www.youtube.com/watch?v=IOatp-OCw3E
06sti59dEAA,90,imagine dragons,it's time,It's Time - Karaoke HD (In the style of Imagine Dragons),1.0,karaoke,0,,,,,,instrumental,karaoke,FALSE,instrumental,karaoke,instrumental,instrumental,karaoke,https://www.youtube.com/watch?v=06sti59dEAA
_RLNBW_8vG0,90,imagine dragons,it's time,It's Time - Imagine Dragons - Guitar Lesson Tutorial Chords,1.0,guitar,0,,,guitar,,,tutorial,tutorial,FALSE,cover,live,tutorial,tutorial,tutorial,https://www.youtube.com/watch?v=_RLNBW_8vG0
9SS80V8-H54,90,imagine dragons,it's time,Como tocar It's Time de Imagine Dragons en guitarra acordes y ritmo tutorial COMPLETO facil,1.0,tutorial,0,,,,,,tutorial,tutorial,FALSE,tutorial,tutorial,tutorial,tutorial,tutorial,https://www.youtube.com/watch?v=9SS80V8-H54
khdrz5YPVNc,90,imagine dragons,it's time,It's Time,1.0,choreo,0,,,,,,official,dance,FALSE,official,dance,official,official,dance,https://www.youtube.com/watch?v=khdrz5YPVNc
EngTFUq6T_o,90,imagine dragons,it's time,Imagine Dragons Live -  It's Time at O2 Academy Brixton,1.0,live,0,,,,,,live,live,FALSE,live,live,live,live,live,https://www.youtube.com/watch?v=EngTFUq6T_o
49-wNRvJwjk,90,imagine dragons,it's time,Imagine Dragons - It's Time (Acoustic From The Occidental Saloon),1.0,cover,0,,,,,,live,live,FALSE,cover,live,cover,cover,other,https://www.youtube.com/watch?v=49-wNRvJwjk
dMnhudF3nMk,90,imagine dragons,it's time,Imagine Dragons - It's Time (Matoma Remix),1.0,remix,0,,,,,,remix,still,FALSE,remix,still,remix,remix,still,https://www.youtube.com/watch?v=dMnhudF3nMk
-w-1XwwRuiI,90,imagine dragons,it's time,Imagine Dragons - It's Time | Piano Cover by Pianistmiri imiri,2.0,piano,0,,,piano,,,cover,live,FALSE,cover,live,cover,cover,live,https://www.youtube.com/watch?v=-w-1XwwRuiI
h2zQH2ewIyA,90,imagine dragons,it's time,Imagine Dragons - It's Time (Jailbreaks Remix),2.0,remix,0,,,,,,remix,other,FALSE,remix,still,remix,remix,other,https://www.youtube.com/watch?v=h2zQH2ewIyA
vOh9AGskuQY,90,imagine dragons,it's time,It's Time - Imagine Dragons,2.0,choreo,0,,,,,,official,dance,FALSE,official,dance,official,official,dance,https://www.youtube.com/watch?v=vOh9AGskuQY
K6tRwnrmhSA,90,imagine dragons,it's time,It's Time- Guitar Lesson- Imagine Dragons  (Todd Downing),2.0,tutorial,0,todd,,guitar,,,tutorial,tutorial,FALSE,tutorial,tutorial,tutorial,tutorial,tutorial,https://www.youtube.com/watch?v=K6tRwnrmhSA
Niw-hi0TY0M,90,imagine dragons,it's time,It's Time - Imagine Dragons Lyric Video,2.0,lyrics,0,,,,,,official,lyric,FALSE,official,lyric,official,official,lyric,https://www.youtube.com/watch?v=Niw-hi0TY0M
6CskHY7k3vo,90,imagine dragons,it's time,Imagine Dragons - It's Time (Acoustic At SXSW (FILTER)),2.0,guitar,0,,,,,,live,live,FALSE,cover,live,cover,cover,live,https://www.youtube.com/watch?v=6CskHY7k3vo
lICPsxNo58g,90,imagine dragons,it's time,"Juno - ""It's Time"" (to dance) - Imagine Dragons",3.0,dance,0,,,,,,official,dance,FALSE,official,dance,official,official,dance,https://www.youtube.com/watch?v=lICPsxNo58g
2vfk0zPjsr4,90,imagine dragons,it's time,It's Time- Imagine Dragons (Lulu Antariksa Cover),3.0,cover,0,lulu,,,,,cover,live,FALSE,cover,live,cover,cover,other,https://www.youtube.com/watch?v=2vfk0zPjsr4
E0qbSp_bOGU,90,imagine dragons,it's time,Imagine Dragons - It's Time (Roial Remix),12.0,remix,1,,,,,,remix,still,FALSE,remix,still,remix,remix,still,https://www.youtube.com/watch?v=E0qbSp_bOGU
-u3H5tRriOE,90,imagine dragons,it's time,It's Time ~ Imagine Dragons Concert in Boston,19.0,concert,1,,,,boston,,live,live,FALSE,live,live,live,live,live,https://www.youtube.com/watch?v=-u3H5tRriOE
V7-FsLbh_S8,90,imagine dragons,it's time,Imagine Dragons - It's Time (Matoma Tropical Remix),20.0,remix,1,,,,,,remix,still,FALSE,remix,still,remix,remix,still,https://www.youtube.com/watch?v=V7-FsLbh_S8
tP3fJkvI3XA,90,imagine dragons,it's time,Imagine Dragons - It's Time (NEW PIANO VERSION),20.0,piano,1,,,piano,,,cover,live,FALSE,cover,live,cover,cover,live,https://www.youtube.com/watch?v=tP3fJkvI3XA
VvHP8GWDPHY,90,imagine dragons,it's time,It's Time by Imagine Dragons (w/ visuals),21.0,title/artist,1,,,,,,official,other,FALSE,official,official,official,official,other,https://www.youtube.com/watch?v=VvHP8GWDPHY
tMr_BSGhC08,90,imagine dragons,it's time,1-21-15 NJHS Newark Junior High School Combined Groups - It's Time by Imagine Dragons High View,21.0,choreo,1,junior,,,newark & high,,live,live,FALSE,official,dance,official,cover,dance,https://www.youtube.com/watch?v=tMr_BSGhC08
B-4qaP3i2lk,90,imagine dragons,it's time,Violin - It's Time - Imagine Dragons Sheet Music  Chords  & Vocals,22.0,tutorial,1,,,violin,,,cover,tutorial,FALSE,tutorial,tutorial,cover,cover,tutorial,https://www.youtube.com/watch?v=B-4qaP3i2lk
xFziRrT8a5o,90,imagine dragons,it's time,Imagine Dragons - Fingerstyle Guitar Cover (5 songs) - Radioactive  It's Time  etc.,22.0,guitar,1,,,guitar,,,cover,live,FALSE,cover,live,cover,cover,live,https://www.youtube.com/watch?v=xFziRrT8a5o
YmcQuWcQdlg,90,imagine dragons,it's time,Imagine Dragons -It's Time (live in Boise  Idaho),23.0,concert,1,,,,boise & idaho,,live,live,FALSE,live,live,live,live,live,https://www.youtube.com/watch?v=YmcQuWcQdlg
Vj2m-A2_vkQ,90,imagine dragons,it's time,Imagine Dragons-It's Time-Piano Cover,23.0,piano,1,,,piano,,,cover,live,FALSE,cover,live,cover,cover,live,https://www.youtube.com/watch?v=Vj2m-A2_vkQ
cWvz1pk4KcU,90,imagine dragons,it's time,Imagine Dragons - It's Time / Piano Cover by Nelson Y,24.0,piano,1,nelson,,piano,,,cover,live,FALSE,cover,live,cover,cover,live,https://www.youtube.com/watch?v=cWvz1pk4KcU
LPkuJflIGEk,90,imagine dragons,it's time,Imagine Dragons - It's Time (Matoma Tropical Remix),24.0,dance,1,,,,,,remix,still,FALSE,official,dance,remix,remix,still,https://www.youtube.com/watch?v=LPkuJflIGEk
vUEn7y4Bonk,90,imagine dragons,it's time,1-21-15 NJHS Newark Junior High School Combined Groups - It's Time by Imagine Dragons Close View,24.0,choreo,1,junior,,,newark & high,,live,live,FALSE,official,dance,official,cover,dance,https://www.youtube.com/watch?v=vUEn7y4Bonk
Jqzvozs747k,90,imagine dragons,it's time,It's Time - Imagine Dragons | Cup Cover,25.0,tutorial,1,,,,,,cover,live,FALSE,tutorial,tutorial,cover,cover,live,https://www.youtube.com/watch?v=Jqzvozs747k
JVmRyBG0QOc,90,imagine dragons,it's time,It's Time - Imagine Dragons - Guitar Fingerstyle,27.0,guitar,1,,,guitar,,,cover,live,FALSE,cover,live,cover,cover,live,https://www.youtube.com/watch?v=JVmRyBG0QOc
Q-eV72xZddA,90,imagine dragons,it's time,Imagine Dragons - It's Time (Vampy Remix),28.0,remix,1,,,,,,remix,still,FALSE,remix,still,remix,remix,still,https://www.youtube.com/watch?v=Q-eV72xZddA
MrZaTeYon7Q,90,imagine dragons,it's time,Imagine Dragons - It's Time (Matoma Tropical Remix),29.0,remix,5,,,,,,remix,still,FALSE,remix,still,remix,remix,still,https://www.youtube.com/watch?v=MrZaTeYon7Q
lQLQCwUGN4E,90,imagine dragons,it's time,Imagine Dragons - It's Time /live/ @ Sziget Festival 2014  Budapest  13.08.2014,33.0,live,1,,,,budapest,2014,live,live,FALSE,live,live,live,live,live,https://www.youtube.com/watch?v=lQLQCwUGN4E
JYKTd_fhOXg,90,imagine dragons,it's time,Imagine Dragons - It's Time (Live in Singapore),34.0,live,1,,,,singapore,,live,live,FALSE,live,live,live,live,live,https://www.youtube.com/watch?v=JYKTd_fhOXg
GfYF-0DJO0M,90,imagine dragons,it's time,Imagine Dragons - It's Time (Matoma Tropical Remix),36.0,remix,5,,,,,,remix,still,FALSE,remix,still,remix,remix,still,https://www.youtube.com/watch?v=GfYF-0DJO0M
VLimKt9N_wc,90,imagine dragons,it's time,It's time  Imagine Dragons cup song cover!,97.0,cover,5,song,,,,,cover,live,FALSE,cover,live,remix,cover,live,https://www.youtube.com/watch?v=VLimKt9N_wc
6-FSRRKNZaE,90,imagine dragons,it's time,Imagine Dragons - It's Time (Live in Moscow),99.0,live,5,,,,moscow,,live,live,FALSE,live,live,live,live,live,https://www.youtube.com/watch?v=6-FSRRKNZaE
QcddbyEmEhw,90,imagine dragons,it's time,It's Time - Imagine Dragons (Sandlot Heroes cover),100.0,cover,5,,,,,,cover,live,FALSE,cover,live,cover,cover,live,https://www.youtube.com/watch?v=QcddbyEmEhw
dzMktAIQhG8,90,imagine dragons,it's time,Imagine Dragons It's time at Belsonic,233.0,concert,5,,,,,,live,live,FALSE,live,live,live,live,live,https://www.youtube.com/watch?v=dzMktAIQhG8
ehvsz4EbczY,90,imagine dragons,it's time,Imagine Dragons- It's Time (Live at the Palace Of Auburn Hills),265.0,live,15,,,,,,live,live,FALSE,live,live,cover,live,live,https://www.youtube.com/watch?v=ehvsz4EbczY
AlrOHRyWIOk,90,imagine dragons,it's time,It's Time - Imagine Dragons Live Las Vegas May 2014,293.0,live,15,,,,las vegas,2014/5/1,live,live,FALSE,live,live,live,live,live,https://www.youtube.com/watch?v=AlrOHRyWIOk
